annual_spend,purchases,customer_id
199.76,4,C000244
140.30,3,C000245
38.23,1,C000246
72.10,1,C000247
571.81,12,C000248
141.00,4,C000249
396.64,6,C000250
216.96,5,C000251
517.20,13,C000252
37.79,1,C000253
51.16,1,C000254
263.03,6,C000255
66.67,1,C000256
171.73,5,C000257
49.93,1,C000258
132.10,4,C000259
264.85,13,C000260
195.00,3,C000261
88.53,3,C000262
189.30,4,C000263
147.73,5,C000264
376.17,4,C000265
407.86,8,C000266
40.53,1,C000267
36.41,1,C000268
474.59,13,C000269
168.60,5,C000270
71.53,2,C000271
92.89,3,C000272
147.96,3,C000273
204.93,4,C000274
114.14,2,C000275
423.99,7,C000276
142.48,7,C000277
114.26,3,C000278
468.01,5,C000279
252.83,5,C000280
226.46,3,C000281
479.15,8,C000282
382.87,8,C000283
239.45,8,C000284
873.42,10,C000285
646.67,8,C000286
363.92,6,C000287
224.58,5,C000288
37.02,1,C000289
565.97,11,C000290
170.99,3,C000291
270.22,6,C000292
138.24,3,C000293
352.63,5,C000294
160.26,4,C000295
75.38,1,C000296
72.94,2,C000297
1053.43,16,C000298
237.90,6,C000299
203.22,5,C000300
176.77,5,C000301
118.25,3,C000302
59.98,2,C000303
82.86,2,C000304
1545.42,21,C000305
286.80,5,C000306
37.88,1,C000307
224.79,5,C000308
113.34,3,C000309
1282.86,22,C000310
176.13,6,C000311
417.17,10,C000312
217.05,5,C000313
297.05,4,C000314
167.63,4,C000315
280.78,5,C000316
246.20,5,C000317
140.06,2,C000318
268.39,8,C000319
428.11,12,C000320
98.08,3,C000321
276.88,4,C000322
237.20,3,C000323
27.32,1,C000324
27.04,1,C000325
254.30,3,C000326
122.53,3,C000327
157.47,3,C000328
242.60,3,C000329
27.57,1,C000330
522.41,9,C000331
118.88,3,C000332
381.95,6,C000333
215.90,5,C000334
18.94,1,C000335
137.06,2,C000336
102.02,4,C000337
136.56,3,C000338
59.29,2,C000339
330.12,7,C000340
1258.31,31,C000341
171.68,3,C000342
82.22,2,C000343
76.13,2,C000344
191.67,6,C000345
82.09,3,C000346
132.72,2,C000347
771.90,11,C000348
48.41,1,C000349
89.87,2,C000350
153.91,4,C000351
299.28,4,C000352
224.34,4,C000353
91.47,2,C000354
157.19,5,C000355
337.25,10,C000356
225.46,3,C000357
124.25,2,C000358
116.04,2,C000359
266.50,5,C000360
582.06,13,C000361
418.80,5,C000362
70.21,1,C000363
129.88,2,C000364
742.30,9,C000365
244.89,3,C000366
245.91,3,C000367
161.68,5,C000368
241.59,3,C000369
414.93,10,C000370
523.54,6,C000371
48.38,1,C000372
44.39,1,C000373
208.57,7,C000374
318.46,8,C000375
34.75,1,C000376
150.64,4,C000377
81.39,2,C000378
189.06,3,C000379
179.05,3,C000380
48.12,2,C000381
450.40,12,C000382
62.10,2,C000383
107.47,5,C000384
285.75,3,C000385
198.53,6,C000386
270.66,4,C000387
432.99,7,C000388
72.43,3,C000389
204.98,6,C000390
511.19,6,C000391
349.99,5,C000392
280.44,6,C000393
47.55,2,C000394
238.25,3,C000395
238.64,6,C000396
230.23,3,C000397
324.82,8,C000398
37.05,2,C000399
121.80,3,C000400
303.85,7,C000401
149.93,4,C000402
157.23,5,C000403
70.97,2,C000404
82.50,2,C000405
228.57,4,C000406
315.82,4,C000407
168.65,3,C000408
427.82,5,C000409
95.42,3,C000410
269.98,5,C000411
142.08,3,C000412
91.39,2,C000413
206.11,5,C000414
126.04,2,C000415
129.77,3,C000416
204.87,3,C000417
478.85,11,C000418
375.49,11,C000419
68.69,2,C000420
357.74,6,C000421
168.53,5,C000422
744.25,11,C000423
212.96,5,C000424
487.40,13,C000425
115.55,3,C000426
309.24,4,C000427
61.07,2,C000428
325.64,3,C000429
198.19,5,C000430
173.86,3,C000431
124.81,3,C000432
577.80,10,C000433
106.74,2,C000434
136.62,3,C000435
253.07,8,C000436
210.53,5,C000437
273.11,6,C000438
195.40,2,C000439
75.55,2,C000440
337.21,10,C000441
33.71,1,C000442
208.96,3,C000443
82.24,2,C000444
223.34,6,C000445
703.57,9,C000446
223.47,6,C000447
360.84,7,C000448
86.13,2,C000449
233.90,4,C000450
267.69,6,C000451
442.61,6,C000452
209.18,4,C000453
273.26,5,C000454
213.69,4,C000455
58.50,3,C000456
192.27,4,C000457
104.11,2,C000458
208.63,10,C000459
416.97,8,C000460
89.60,2,C000461
131.14,4,C000462
25.72,1,C000463
147.27,3,C000464
152.80,2,C000465
508.60,8,C000466
178.07,2,C000467
253.42,4,C000468
35.38,1,C000469
660.15,8,C000470
186.94,5,C000471
62.55,2,C000472
181.80,3,C000473
31.19,1,C000474
90.61,2,C000475
133.41,2,C000476
548.42,13,C000477
73.67,2,C000478
186.37,3,C000479
168.10,6,C000480
978.45,10,C000481
82.72,2,C000482
391.98,5,C000483
848.45,11,C000484
142.19,4,C000485
316.12,9,C000486
328.64,5,C000487
105.38,3,C000488
54.15,2,C000489
16.59,1,C000490
319.94,4,C000491
116.21,3,C000492
187.52,2,C000493
182.88,5,C000494
164.60,4,C000495
149.93,4,C000496
430.59,6,C000497
44.00,1,C000498
567.82,11,C000499
122.90,4,C000500
61.09,2,C000501
198.01,5,C000502
384.05,4,C000503
143.43,5,C000504
156.85,3,C000505
179.32,4,C000506
333.69,7,C000507
132.05,8,C000508
1422.83,14,C000509
228.07,5,C000510
330.42,6,C000511
45.88,1,C000512
106.91,2,C000513
24.78,1,C000514
239.62,4,C000515
129.21,3,C000516
294.79,3,C000517
131.79,3,C000518
884.01,16,C000519
369.48,14,C000520
149.36,3,C000521
181.49,4,C000522
680.41,16,C000523
193.23,3,C000524
119.03,4,C000525
119.24,4,C000526
307.26,5,C000527
129.04,3,C000528
302.65,4,C000529
170.39,4,C000530
177.92,5,C000531
420.72,9,C000532
60.73,1,C000533
106.93,2,C000534
210.14,4,C000535
84.63,2,C000536
67.79,2,C000537
398.19,5,C000538
136.43,4,C000539
264.04,6,C000540
102.18,3,C000541
30.61,1,C000542
89.71,2,C000543
722.76,17,C000544
50.33,1,C000545
183.30,8,C000546
142.80,3,C000547
189.85,5,C000548
97.43,2,C000549
84.93,2,C000550
539.69,9,C000551
199.38,5,C000552
242.95,5,C000553
839.29,7,C000554
516.84,6,C000555
328.78,5,C000556
143.46,2,C000557
140.46,2,C000558
511.48,9,C000559
648.97,14,C000560
80.29,3,C000561
501.02,8,C000562
320.19,7,C000563
195.51,4,C000564
551.57,5,C000565
160.89,3,C000566
134.11,4,C000567
163.38,3,C000568
264.18,5,C000569
207.29,2,C000570
243.98,4,C000571
122.30,4,C000572
194.20,3,C000573
407.20,10,C000574
211.80,5,C000575
379.91,6,C000576
482.76,11,C000577
63.62,1,C000578
240.01,7,C000579
340.95,3,C000580
430.69,8,C000581
68.86,4,C000582
225.60,4,C000583
790.99,15,C000584
155.17,3,C000585
116.28,4,C000586
412.48,7,C000587
260.60,5,C000588
960.29,13,C000589
277.58,5,C000590
493.02,7,C000591
356.03,4,C000592
124.66,5,C000593
185.08,4,C000594
249.19,3,C000595
316.65,9,C000596
734.80,6,C000597
61.08,2,C000598
55.62,2,C000599
176.59,6,C000600
344.15,4,C000601
66.29,2,C000602
237.87,3,C000603
269.95,8,C000604
402.73,7,C000605
100.66,3,C000606
253.01,5,C000607
88.04,3,C000608
86.01,2,C000609
572.83,19,C000610
60.95,2,C000611
357.90,12,C000612
312.65,8,C000613
48.37,1,C000614
184.86,7,C000615
53.33,1,C000616
157.33,2,C000617
124.41,2,C000618
219.00,6,C000619
1722.87,39,C000620
386.23,6,C000621
64.71,2,C000622
195.85,5,C000623
465.79,6,C000624
41.15,1,C000625
26.60,1,C000626
304.43,6,C000627
689.96,17,C000628
62.52,1,C000629
460.76,9,C000630
63.35,2,C000631
314.12,6,C000632
390.54,8,C000633
1061.57,13,C000634
39.49,3,C000635
201.78,4,C000636
929.77,16,C000637
338.09,8,C000638
131.31,3,C000639
936.90,9,C000640
1555.99,10,C000641
147.41,4,C000642
144.76,2,C000643
70.87,3,C000644
173.13,2,C000645
554.32,8,C000646
357.34,7,C000647
73.45,2,C000648
211.48,4,C000649
30.34,1,C000650
669.43,19,C000651
22.87,1,C000652
65.96,3,C000653
239.95,6,C000654
322.63,4,C000655
107.98,4,C000656
143.22,3,C000657
221.78,6,C000658
762.48,8,C000659
148.14,5,C000660
26.07,1,C000661
404.74,5,C000662
198.34,2,C000663
104.06,2,C000664
275.98,5,C000665
203.47,3,C000666
106.59,4,C000667
70.48,2,C000668
356.70,5,C000669
64.87,2,C000670
361.15,6,C000671
214.84,3,C000672
426.37,9,C000673
120.12,3,C000674
520.14,5,C000675
343.30,6,C000676
144.22,4,C000677
555.38,11,C000678
225.36,5,C000679
1149.25,23,C000680
98.86,2,C000681
348.10,7,C000682
454.59,11,C000683
77.05,2,C000684
170.90,4,C000685
334.39,6,C000686
395.13,6,C000687
73.94,2,C000688
237.97,4,C000689
303.28,4,C000690
72.54,2,C000691
197.91,3,C000692
583.98,6,C000693
56.76,1,C000694
114.22,2,C000695
131.55,4,C000696
171.56,5,C000697
111.96,2,C000698
188.23,5,C000699
131.82,3,C000700
240.38,5,C000701
135.65,4,C000702
147.26,2,C000703
29.07,1,C000704
331.25,5,C000705
185.15,4,C000706
2228.16,18,C000707
622.96,8,C000708
134.16,3,C000709
248.31,6,C000710
226.54,3,C000711
311.96,8,C000712
104.67,2,C000713
77.81,1,C000714
106.75,2,C000715
33.36,1,C000716
64.60,1,C000717
308.18,4,C000718
70.64,2,C000719
56.48,1,C000720
318.12,7,C000721
382.83,8,C000722
198.17,6,C000723
517.73,16,C000724
449.87,3,C000725
260.32,5,C000726
404.94,5,C000727
277.88,2,C000728
51.65,1,C000729
141.83,3,C000730
309.03,8,C000731
1300.71,21,C000732
118.32,2,C000733
73.21,2,C000734
405.68,5,C000735
300.05,7,C000736
92.93,2,C000737
745.32,8,C000738
142.16,4,C000739
170.46,4,C000740
451.32,11,C000741
43.34,1,C000742
141.31,2,C000743
146.81,2,C000744
290.09,5,C000745
351.63,6,C000746
436.06,5,C000747
391.21,9,C000748
376.47,9,C000749
362.82,3,C000750
204.98,4,C000751
252.55,8,C000752
273.14,4,C000753
28.61,1,C000754
93.10,1,C000755
160.68,4,C000756
160.18,4,C000757
483.15,6,C000758
143.66,4,C000759
120.34,4,C000760
116.46,4,C000761
177.72,3,C000762
36.89,1,C000763
220.28,5,C000764
522.58,10,C000765
24.70,1,C000766
174.81,4,C000767
198.60,2,C000768
323.10,3,C000769
132.63,3,C000770
178.21,5,C000771
1168.68,17,C000772
343.67,4,C000773
298.27,7,C000774
127.96,2,C000775
70.46,2,C000776
45.70,2,C000777
289.13,6,C000778
768.40,13,C000779
183.40,4,C000780
263.93,5,C000781
574.62,9,C000782
223.09,5,C000783
100.62,3,C000784
385.44,6,C000785
57.06,2,C000786
192.86,4,C000787
240.66,5,C000788
642.84,6,C000789
92.43,3,C000790
331.88,8,C000791
428.14,3,C000792
238.20,3,C000793
41.62,1,C000794
137.44,5,C000795
158.46,4,C000796
103.40,2,C000797
304.10,4,C000798
154.25,2,C000799
25.39,1,C000800
294.98,4,C000801
101.94,5,C000802
655.02,13,C000803
986.50,16,C000804
225.01,5,C000805
135.30,1,C000806
122.32,4,C000807
78.64,3,C000808
592.85,10,C000809
836.30,13,C000810
1286.64,18,C000811
147.08,2,C000812
115.27,3,C000813
72.02,5,C000814
157.39,2,C000815
31.72,1,C000816
123.51,3,C000817
64.75,1,C000818
148.87,3,C000819
116.48,1,C000820
153.51,3,C000821
259.56,7,C000822
191.25,4,C000823
82.52,2,C000824
105.55,4,C000825
44.84,2,C000826
184.19,5,C000827
263.70,7,C000828
55.77,1,C000829
210.35,5,C000830
215.87,4,C000831
246.28,7,C000832
131.26,2,C000833
508.79,6,C000834
242.03,5,C000835
1602.57,30,C000836
438.92,8,C000837
53.74,1,C000838
421.64,6,C000839
85.38,2,C000840
180.16,2,C000841
205.18,6,C000842
1082.42,12,C000843
274.96,4,C000844
193.22,2,C000845
256.13,8,C000846
197.66,4,C000847
166.63,4,C000848
118.99,3,C000849
146.11,3,C000850
295.10,7,C000851
734.43,18,C000852
455.41,8,C000853
180.05,3,C000854
199.43,4,C000855
77.17,2,C000856
162.50,3,C000857
262.17,10,C000858
30.20,1,C000859
895.31,13,C000860
52.17,1,C000861
167.59,4,C000862
123.89,2,C000863
142.48,4,C000864
368.15,10,C000865
92.85,4,C000866
116.67,3,C000867
103.92,2,C000868
236.81,4,C000869
146.32,2,C000870
435.09,9,C000871
160.64,3,C000872
394.74,8,C000873
115.49,2,C000874
65.09,1,C000875
271.69,4,C000876
85.19,3,C000877
57.16,2,C000878
211.09,4,C000879
91.42,3,C000880
85.47,2,C000881
116.38,2,C000882
28.13,1,C000883
372.89,6,C000884
468.87,7,C000885
164.33,5,C000886
620.02,17,C000887
62.49,1,C000888
49.34,1,C000889
95.25,2,C000890
107.15,3,C000891
39.72,1,C000892
549.90,6,C000893
446.08,10,C000894
229.27,5,C000895
195.00,5,C000896
572.74,8,C000897
155.93,6,C000898
42.65,2,C000899
183.16,5,C000900
273.60,5,C000901
92.85,3,C000902
258.24,3,C000903
103.64,4,C000904
220.97,6,C000905
253.13,5,C000906
137.08,4,C000907
403.23,7,C000908
36.95,1,C000909
52.32,3,C000910
537.76,14,C000911
633.79,10,C000912
120.81,3,C000913
539.77,10,C000914
632.46,20,C000915
34.77,1,C000916
55.00,3,C000917
114.54,4,C000918
113.73,2,C000919
872.39,12,C000920
107.91,2,C000921
199.20,5,C000922
484.13,10,C000923
31.22,1,C000924
59.38,3,C000925
312.83,3,C000926
64.07,1,C000927
930.63,11,C000928
426.95,6,C000929
63.24,1,C000930
100.29,2,C000931
400.41,4,C000932
523.93,10,C000933
61.40,2,C000934
169.77,5,C000935
382.78,9,C000936
953.59,15,C000937
558.76,7,C000938
167.72,4,C000939
157.80,7,C000940
332.42,6,C000941
140.12,2,C000942
148.19,1,C000943
288.38,4,C000944
235.45,4,C000945
207.35,3,C000946
117.69,3,C000947
88.03,3,C000948
146.37,4,C000949
96.59,2,C000950
199.32,7,C000951
200.27,3,C000952
347.99,5,C000953
23.17,1,C000954
261.56,5,C000955
303.91,3,C000956
152.93,5,C000957
98.88,2,C000958
357.38,4,C000959
160.88,6,C000960
445.13,6,C000961
289.08,4,C000962
165.21,3,C000963
122.81,2,C000964
510.48,16,C000965
193.74,3,C000966
55.51,2,C000967
344.22,7,C000968
317.39,10,C000969
377.30,9,C000970
238.44,8,C000971
273.10,6,C000972
180.86,4,C000973
253.20,5,C000974
319.35,6,C000975
396.71,6,C000976
50.03,1,C000977
80.35,2,C000978
110.79,2,C000979
240.63,3,C000980
146.23,2,C000981
109.17,2,C000982
171.69,5,C000983
80.05,2,C000984
480.08,8,C000985
286.83,7,C000986
452.70,6,C000987
160.75,9,C000988
83.86,2,C000989
445.25,4,C000990
398.70,5,C000991
62.06,1,C000992
66.96,1,C000993
240.18,8,C000994
118.18,4,C000995
126.35,3,C000996
284.75,9,C000997
552.67,6,C000998
154.05,3,C000999
39.86,2,C001000
182.96,4,C001001
268.30,8,C001002
161.89,4,C001003
625.44,14,C001004
477.07,10,C001005
191.31,3,C001006
322.04,6,C001007
51.59,1,C001008
231.27,4,C001009
62.72,2,C001010
143.21,2,C001011
203.42,5,C001012
171.37,3,C001013
200.92,5,C001014
603.77,8,C001015
64.45,2,C001016
303.24,5,C001017
307.45,5,C001018
70.98,2,C001019
221.86,3,C001020
307.79,4,C001021
349.93,5,C001022
521.22,6,C001023
117.91,4,C001024
79.34,2,C001025
179.83,3,C001026
120.79,3,C001027
126.86,4,C001028
444.64,6,C001029
567.48,8,C001030
207.56,3,C001031
145.56,4,C001032
309.37,11,C001033
137.30,2,C001034
216.81,6,C001035
449.95,12,C001036
156.67,4,C001037
186.93,3,C001038
472.98,14,C001039
354.73,7,C001040
243.57,5,C001041
354.69,6,C001042
664.32,13,C001043
458.14,11,C001044
408.59,8,C001045
252.81,4,C001046
156.42,7,C001047
71.84,1,C001048
361.03,11,C001049
417.40,5,C001050
158.79,2,C001051
590.16,8,C001052
307.85,4,C001053
114.86,3,C001054
126.88,2,C001055
81.95,2,C001056
531.58,12,C001057
252.39,6,C001058
479.57,6,C001059
132.04,3,C001060
390.42,11,C001061
89.05,3,C001062
99.98,2,C001063
546.78,8,C001064
59.02,2,C001065
219.81,6,C001066
94.80,2,C001067
511.92,8,C001068
308.00,5,C001069
206.38,4,C001070
63.89,2,C001071
183.96,5,C001072
368.76,5,C001073
211.99,5,C001074
509.58,12,C001075
561.09,10,C001076
538.96,6,C001077
226.80,6,C001078
278.42,10,C001079
103.42,2,C001080
146.06,3,C001081
82.29,2,C001082
65.85,1,C001083
586.30,7,C001084
302.91,5,C001085
539.41,9,C001086
273.93,8,C001087
110.74,3,C001088
52.79,2,C001089
193.00,6,C001090
220.79,4,C001091
476.06,6,C001092
89.93,3,C001093
245.37,5,C001094
342.66,5,C001095
251.36,8,C001096
75.39,2,C001097
128.11,2,C001098
190.61,7,C001099
522.16,8,C001100
114.34,1,C001101
434.70,8,C001102
271.22,4,C001103
265.94,5,C001104
110.42,3,C001105
319.79,7,C001106
61.86,1,C001107
435.31,12,C001108
576.04,7,C001109
686.74,13,C001110
388.80,8,C001111
161.72,3,C001112
77.41,3,C001113
364.24,4,C001114
272.64,7,C001115
93.07,3,C001116
56.07,1,C001117
187.32,3,C001118
370.67,16,C001119
344.64,7,C001120
307.77,5,C001121
123.89,1,C001122
75.19,3,C001123
110.32,2,C001124
407.15,5,C001125
100.01,5,C001126
65.51,2,C001127
241.74,3,C001128
144.49,3,C001129
393.32,6,C001130
374.76,9,C001131
87.93,3,C001132
226.99,5,C001133
94.93,3,C001134
358.43,7,C001135
174.72,4,C001136
212.07,5,C001137
180.47,3,C001138
322.53,9,C001139
129.98,2,C001140
813.20,7,C001141
175.55,5,C001142
220.39,8,C001143
943.02,18,C001144
138.71,5,C001145
140.47,4,C001146
355.82,7,C001147
162.18,3,C001148
666.21,11,C001149
101.59,3,C001150
441.29,9,C001151
131.49,7,C001152
102.68,2,C001153
690.26,11,C001154
211.18,3,C001155
34.82,1,C001156
245.93,4,C001157
86.98,3,C001158
703.21,10,C001159
168.04,4,C001160
187.64,3,C001161
1118.04,15,C001162
250.19,4,C001163
47.93,2,C001164
203.35,3,C001165
254.44,10,C001166
768.72,12,C001167
267.29,5,C001168
312.01,5,C001169
178.65,3,C001170
1199.60,15,C001171
195.79,4,C001172
33.78,1,C001173
1195.10,22,C001174
196.11,2,C001175
913.16,11,C001176
444.02,9,C001177
98.46,3,C001178
402.11,7,C001179
284.42,6,C001180
617.13,13,C001181
190.15,3,C001182
712.26,12,C001183
418.94,9,C001184
59.11,1,C001185
274.53,4,C001186
216.58,6,C001187
406.72,11,C001188
422.98,9,C001189
119.03,2,C001190
209.01,4,C001191
183.19,4,C001192
493.80,11,C001193
294.47,6,C001194
288.51,5,C001195
334.46,7,C001196
575.15,11,C001197
230.99,4,C001198
49.26,1,C001199
192.24,4,C001200
365.15,5,C001201
775.45,17,C001202
218.01,4,C001203
337.72,11,C001204
281.01,8,C001205
440.20,10,C001206
103.41,3,C001207
254.02,4,C001208
296.87,5,C001209
53.81,1,C001210
113.57,3,C001211
160.73,4,C001212
429.43,5,C001213
45.60,1,C001214
88.40,1,C001215
19.01,1,C001216
866.65,11,C001217
411.55,4,C001218
166.19,5,C001219
59.15,1,C001220
252.34,5,C001221
139.80,3,C001222
97.48,4,C001223
343.21,10,C001224
692.44,8,C001225
126.25,2,C001226
40.51,1,C001227
82.26,3,C001228
244.63,5,C001229
84.20,2,C001230
130.71,3,C001231
122.66,4,C001232
267.48,3,C001233
96.78,2,C001234
270.24,7,C001235
503.58,6,C001236
319.65,4,C001237
684.52,15,C001238
741.96,11,C001239
278.34,10,C001240
245.20,6,C001241
46.99,1,C001242
190.08,3,C001243
165.67,3,C001244
70.37,3,C001245
177.14,5,C001246
219.97,7,C001247
258.34,4,C001248
100.85,3,C001249
128.94,2,C001250
83.39,5,C001251
275.76,6,C001252
419.66,7,C001253
41.42,1,C001254
290.07,4,C001255
308.60,6,C001256
300.04,6,C001257
67.31,1,C001258
158.96,3,C001259
571.27,11,C001260
169.56,2,C001261
192.53,3,C001262
241.90,6,C001263
170.46,4,C001264
242.44,3,C001265
85.38,1,C001266
264.33,5,C001267
236.76,4,C001268
404.34,6,C001269
2745.97,40,C001270
403.20,6,C001271
253.87,6,C001272
257.77,6,C001273
224.40,4,C001274
166.37,3,C001275
493.99,8,C001276
104.28,4,C001277
274.47,6,C001278
196.69,3,C001279
253.50,6,C001280
45.15,2,C001281
123.87,2,C001282
139.44,6,C001283
296.14,5,C001284
159.17,3,C001285
742.27,9,C001286
632.05,12,C001287
219.78,4,C001288
607.61,9,C001289
42.07,1,C001290
305.09,4,C001291
83.10,3,C001292
253.51,6,C001293
313.58,6,C001294
239.11,6,C001295
178.37,2,C001296
113.73,4,C001297
61.88,3,C001298
83.39,6,C001299
172.59,4,C001300
668.74,11,C001301
118.27,3,C001302
133.48,3,C001303
230.57,5,C001304
141.23,3,C001305
232.93,4,C001306
124.48,5,C001307
941.44,13,C001308
78.63,3,C001309
271.01,3,C001310
216.21,4,C001311
79.61,2,C001312
264.92,10,C001313
25.71,1,C001314
43.65,1,C001315
544.64,8,C001316
262.52,4,C001317
556.82,7,C001318
105.54,3,C001319
181.50,4,C001320
84.79,2,C001321
125.78,4,C001322
70.61,2,C001323
763.96,9,C001324
193.32,4,C001325
424.76,4,C001326
138.51,3,C001327
106.33,2,C001328
248.96,5,C001329
215.64,5,C001330
78.79,2,C001331
97.03,2,C001332
136.81,3,C001333
394.87,10,C001334
124.76,3,C001335
29.15,1,C001336
120.63,2,C001337
52.33,2,C001338
41.79,1,C001339
96.02,2,C001340
44.70,2,C001341
368.33,5,C001342
547.72,9,C001343
55.00,2,C001344
324.70,7,C001345
45.32,1,C001346
496.38,15,C001347
113.93,3,C001348
71.13,2,C001349
510.15,8,C001350
47.06,2,C001351
102.29,1,C001352
180.20,5,C001353
85.80,2,C001354
138.24,2,C001355
189.71,4,C001356
98.96,3,C001357
271.20,5,C001358
681.30,13,C001359
115.76,3,C001360
1162.62,23,C001361
397.19,9,C001362
335.59,6,C001363
1231.57,9,C001364
184.48,5,C001365
84.85,3,C001366
1108.81,19,C001367
29.14,1,C001368
203.54,3,C001369
59.43,1,C001370
38.39,2,C001371
190.83,3,C001372
542.43,11,C001373
67.15,1,C001374
342.79,9,C001375
199.64,6,C001376
272.34,6,C001377
98.25,4,C001378
321.13,7,C001379
113.29,3,C001380
235.00,5,C001381
138.05,5,C001382
84.74,1,C001383
161.72,4,C001384
76.85,1,C001385
89.32,2,C001386
105.90,1,C001387
562.18,9,C001388
292.52,5,C001389
74.40,2,C001390
445.38,7,C001391
215.96,7,C001392
467.06,6,C001393
174.55,3,C001394
