annual_spend,purchases,customer_id
27.68,1,C022708
27.68,1,C036514
27.68,1,C049775
27.69,1,C019257
27.69,1,C020517
27.70,1,C020056
27.70,1,C051461
27.70,1,C078184
27.73,1,C012899
27.74,1,C078598
27.77,1,C017950
27.78,1,C007103
27.81,1,C006922
27.81,1,C078890
27.82,1,C071074
27.83,1,C047957
27.85,1,C015825
27.87,1,C050099
27.87,1,C057389
27.89,1,C046473
27.89,1,C068062
27.91,1,C028723
27.93,1,C000545
27.93,1,C067805
27.94,1,C025741
27.95,1,C008783
27.95,1,C067426
27.95,1,C068368
27.97,1,C028156
27.98,1,C045987
27.99,1,C050674
28.00,1,C029628
28.00,1,C034483
28.01,1,C012393
28.01,1,C062325
28.02,1,C077333
28.03,1,C013119
28.05,1,C059479
28.06,1,C055229
28.07,1,C061576
28.10,1,C052298
28.11,1,C013589
28.13,1,C070911
28.13,1,C079192
28.14,1,C007343
28.14,1,C048342
28.15,1,C064152
28.15,1,C066407
28.17,1,C003837
28.17,1,C007446
28.17,1,C076574
28.20,1,C036866
28.20,1,C039188
28.26,1,C024612
28.26,1,C051638
28.27,1,C008342
28.27,1,C008864
28.27,2,C040136
28.28,1,C041230
28.30,1,C044010
28.30,1,C065786
28.35,1,C015899
28.36,1,C063360
28.38,1,C012467
28.38,1,C052250
28.39,1,C012555
28.40,1,C064914
28.42,1,C026459
28.42,1,C044255
28.42,1,C075245
28.44,1,C000617
28.44,1,C001350
28.44,1,C056438
28.44,1,C059358
28.45,1,C014590
28.48,1,C019530
28.48,1,C042592
28.48,1,C061267
28.48,1,C073542
28.49,1,C018425
28.49,1,C039487
28.50,1,C047779
28.51,1,C056366
28.51,1,C072181
28.54,1,C026065
28.54,1,C047220
28.56,1,C001944
28.58,1,C023656
28.59,1,C030859
28.60,1,C076571
28.61,1,C005154
28.61,1,C065995
28.62,1,C000074
28.62,1,C051722
28.65,1,C034481
28.65,1,C042878
28.65,1,C059680
28.66,1,C053827
28.66,1,C064970
28.67,1,C044771
28.67,1,C051328
28.69,1,C039383
28.71,1,C005792
28.73,1,C009074
28.74,1,C071316
28.75,1,C055314
28.75,1,C073329
28.76,1,C010158
28.79,1,C055099
28.79,1,C067997
28.79,1,C069830
28.80,1,C063533
28.82,1,C006355
28.82,1,C067137
28.83,1,C076010
28.84,1,C036480
28.88,1,C048107
28.89,1,C027413
28.89,1,C029249
28.91,1,C078170
28.92,1,C028672
28.92,1,C049781
28.92,1,C056541
28.93,1,C025548
28.94,1,C002425
28.94,1,C046320
28.96,1,C035204
28.96,1,C040788
28.97,1,C001194
28.98,1,C036589
28.98,1,C044161
28.99,1,C030974
29.00,1,C068753
29.01,1,C002064
29.01,1,C027388
29.02,1,C012868
29.02,1,C055015
29.03,1,C006402
29.04,1,C050437
29.04,1,C063621
29.05,1,C056543
29.06,1,C005988
29.06,1,C042232
29.07,1,C059150
29.08,1,C005671
29.08,1,C024835
29.08,1,C071538
29.10,1,C061347
29.10,1,C076598
29.11,1,C036335
29.12,1,C028876
29.13,1,C046207
29.14,1,C008938
29.14,1,C009407
29.14,1,C022932
29.14,1,C046498
29.14,1,C065202
29.15,1,C001889
29.15,1,C068271
29.17,1,C004650
29.17,1,C018290
29.17,1,C035948
29.18,1,C014303
29.18,1,C021193
29.20,2,C032977
29.22,1,C039170
29.22,1,C054369
29.22,1,C062484
29.23,1,C012356
29.23,1,C040206
29.23,1,C056683
29.24,1,C007763
29.24,1,C048712
29.25,1,C059251
29.27,1,C013537
29.27,1,C027483
29.30,1,C017938
29.31,1,C051211
29.33,1,C015236
29.33,1,C018160
29.33,1,C058286
29.34,1,C008507
29.36,1,C051641
29.37,1,C071682
29.40,1,C037799
29.40,1,C064115
29.42,1,C074901
29.44,1,C035065
29.45,1,C059428
29.46,1,C033623
29.47,1,C079800
29.48,1,C001158
29.48,1,C023492
29.49,1,C000628
29.49,1,C062284
29.51,1,C034094
29.54,1,C015051
29.55,1,C024019
29.55,1,C056190
29.56,1,C019408
29.56,1,C076591
29.57,1,C009890
29.57,1,C069363
29.58,1,C001025
29.59,1,C017349
29.60,1,C023508
29.61,1,C065661
29.61,1,C065705
29.61,1,C072696
29.65,1,C005657
29.66,1,C000805
29.67,1,C049994
29.68,1,C022283
29.70,2,C067711
29.73,1,C006219
29.73,1,C078637
29.74,1,C016478
29.75,1,C047621
29.76,2,C023581
29.76,1,C072880
29.77,1,C015106
29.79,1,C054062
29.80,1,C013380
29.80,1,C056452
29.81,1,C008933
29.81,1,C029073
29.82,1,C069210
29.83,1,C053207
29.86,1,C041681
29.87,1,C005053
29.87,1,C024826
29.87,1,C075152
29.88,1,C040414
29.89,1,C012709
29.90,1,C046580
29.90,1,C049867
29.90,1,C050497
29.91,1,C005231
29.91,2,C011587
29.94,1,C036995
29.94,1,C046643
29.95,1,C000557
29.96,1,C049474
29.96,1,C070716
29.97,1,C008953
29.97,2,C047403
29.98,1,C011658
29.99,1,C070427
30.00,1,C052194
30.01,1,C010917
30.01,2,C037029
30.02,1,C042205
30.03,1,C004467
30.03,1,C004832
30.03,1,C065576
30.04,1,C040556
30.05,1,C023539
30.05,1,C026646
30.05,1,C041930
30.07,1,C004425
30.07,1,C011833
30.08,1,C044939
30.10,1,C021635
30.10,1,C043273
30.11,1,C011086
30.11,1,C037361
30.11,1,C072831
30.12,1,C038095
30.12,2,C072627
30.14,1,C013627
30.15,1,C060744
30.17,2,C032877
30.17,2,C056143
30.17,1,C068671
30.22,1,C057222
30.22,1,C079000
30.23,1,C028450
30.24,1,C003851
30.24,1,C061092
30.26,1,C012959
30.26,1,C059153
30.26,1,C059511
30.29,1,C030569
30.30,1,C015224
30.32,1,C012164
30.32,1,C019921
30.33,1,C019778
30.37,1,C042800
30.37,1,C063155
30.39,1,C006085
30.39,1,C054054
30.41,1,C011418
30.41,1,C059548
30.42,1,C032751
30.44,1,C010258
30.44,1,C018049
30.44,1,C046176
30.47,1,C009060
30.47,1,C056128
30.48,1,C009425
30.48,1,C022452
30.48,1,C035378
30.48,1,C049005
30.49,1,C031975
30.50,1,C000026
30.50,1,C005827
30.50,1,C016386
30.51,1,C027621
30.51,1,C032312
30.51,1,C068023
30.52,1,C007596
30.52,1,C063086
30.52,1,C079637
30.55,1,C009684
30.55,2,C011947
30.55,1,C019805
30.55,1,C067880
30.57,1,C049345
30.58,1,C022364
30.59,1,C076866
30.60,1,C034324
30.61,1,C037905
30.63,1,C017754
30.64,1,C013298
30.65,1,C070127
30.66,1,C008193
30.66,1,C068800
30.67,1,C042836
30.67,1,C055661
30.68,1,C057861
30.70,2,C046771
30.70,1,C051099
30.71,1,C062329
30.72,1,C049813
30.72,1,C069773
30.73,1,C005594
30.73,1,C056349
30.75,1,C032985
30.75,1,C048466
30.75,1,C057094
30.76,1,C035124
30.77,1,C002375
30.77,1,C031746
30.78,1,C025214
30.78,1,C048245
30.78,1,C058794
30.79,1,C043600
30.79,1,C059176
30.80,1,C034723
30.80,1,C078645
30.81,1,C015778
30.81,1,C016222
30.81,1,C027833
30.81,1,C043828
30.82,1,C058908
30.82,1,C059315
30.82,1,C077436
30.83,1,C001054
30.84,1,C030699
30.85,1,C008612
30.85,1,C069828
30.86,1,C018682
30.87,1,C034743
30.87,1,C043535
30.87,1,C050291
30.88,1,C015037
30.90,1,C041668
30.90,1,C063375
30.91,1,C023643
30.91,1,C061251
30.91,1,C070568
30.92,1,C017331
30.92,1,C019547
30.94,1,C056583
30.95,1,C055113
30.96,1,C001288
30.96,1,C011113
30.96,1,C073093
30.98,1,C002954
30.98,1,C009582
30.99,1,C056820
31.00,1,C004811
31.01,1,C009711
31.03,1,C037851
31.03,1,C063662
31.04,1,C068375
31.06,1,C071517
31.08,2,C022517
31.08,1,C056981
31.09,1,C013687
31.09,1,C051600
31.09,1,C059050
31.09,1,C072407
31.12,1,C065047
31.13,1,C000030
31.13,1,C060112
31.14,1,C041911
31.15,1,C004861
31.16,1,C057840
31.18,1,C039998
31.19,1,C074414
31.21,1,C032317
31.21,1,C037209
31.23,2,C030030
31.23,1,C030410
31.27,1,C027485
31.27,1,C036445
31.28,1,C003219
31.28,1,C018617
31.30,1,C021345
31.31,1,C065933
31.32,1,C022795
31.33,1,C075281
31.34,1,C008751
31.34,1,C054899
31.34,1,C063532
31.36,1,C017526
31.38,1,C034626
31.40,1,C068790
31.41,2,C024652
31.43,1,C067625
31.44,1,C063390
31.45,1,C024351
31.45,1,C064547
31.46,1,C057689
31.46,1,C068741
31.46,1,C076947
31.47,1,C023707
31.49,1,C003161
31.52,1,C026833
31.53,1,C013453
31.53,1,C032778
31.54,1,C007867
31.56,1,C055509
31.57,1,C037038
31.58,1,C034793
31.60,1,C008982
31.60,1,C019145
31.60,1,C056960
31.61,1,C015870
31.64,2,C077320
31.65,1,C014338
31.67,1,C034058
31.68,1,C058396
31.69,1,C013860
31.69,2,C038137
31.69,1,C065671
31.70,1,C012570
31.70,1,C058905
31.70,1,C072664
31.72,1,C007824
31.72,2,C052220
31.73,1,C028035
31.74,1,C019026
31.75,1,C039357
31.78,1,C021718
31.78,1,C033153
31.78,1,C055416
31.78,2,C055804
31.79,1,C004323
31.79,1,C041692
31.80,1,C036274
31.81,1,C030811
31.82,1,C063682
31.83,1,C072551
31.83,1,C074857
31.85,1,C058860
31.85,1,C059448
31.86,1,C021322
31.87,1,C039423
31.87,1,C048293
31.87,1,C077515
31.89,1,C024374
31.89,1,C029646
31.89,1,C067680
31.89,1,C078017
31.90,1,C036188
31.90,1,C054739
31.90,1,C055809
31.90,1,C073031
31.90,1,C076641
31.91,1,C076495
31.94,1,C004293
31.94,1,C061790
31.94,1,C079601
31.95,1,C012981
31.95,1,C052587
31.95,1,C057066
31.96,1,C011192
31.96,2,C014056
31.96,1,C071594
31.97,1,C017495
31.97,1,C058114
31.99,1,C030091
32.01,1,C005841
32.03,1,C001145
32.03,1,C023958
32.03,1,C066664
32.04,2,C002333
32.04,1,C050761
32.04,1,C070781
32.05,1,C048219
32.05,1,C052001
32.05,1,C058760
32.06,1,C056255
32.06,1,C071285
32.07,2,C037119
32.08,1,C006597
32.08,1,C052256
32.08,1,C071051
32.11,1,C010248
32.11,1,C033943
32.12,1,C063240
32.12,1,C073809
32.14,1,C015364
32.14,2,C032650
32.15,1,C005554
32.16,1,C052010
32.17,1,C056735
32.18,2,C007051
32.18,1,C053220
32.18,1,C058789
32.19,1,C008430
32.19,1,C037189
32.20,1,C046515
32.21,1,C006952
32.21,1,C013039
32.21,1,C072907
32.22,1,C044710
32.23,1,C040418
32.23,2,C047187
32.23,1,C075857
32.25,1,C052764
32.26,1,C054592
32.27,1,C044666
32.27,2,C054710
32.27,1,C075046
32.28,1,C022667
32.28,1,C038750
32.29,1,C014412
32.29,1,C014525
32.29,1,C077635
32.30,1,C015643
32.32,1,C008693
32.33,1,C076298
32.34,1,C034403
32.35,1,C001983
32.35,2,C007017
32.35,1,C060512
32.36,1,C047460
32.36,1,C062513
32.36,2,C075300
32.36,1,C078273
32.37,1,C012884
32.37,1,C027595
32.37,2,C036756
32.38,1,C013367
32.38,1,C035843
32.38,1,C037494
32.38,2,C068781
32.39,1,C024668
32.39,1,C044627
32.39,1,C072155
32.41,1,C053848
32.41,1,C060593
32.42,1,C010286
32.44,1,C006594
32.44,1,C011874
32.44,1,C047047
32.45,1,C065369
32.45,1,C071426
32.46,1,C045061
32.47,1,C008810
32.47,1,C020330
32.48,1,C041813
32.49,1,C043226
32.49,1,C047766
32.49,1,C053595
32.49,1,C066323
32.50,1,C012947
32.50,1,C075351
32.51,1,C047071
32.51,1,C073840
32.52,1,C016450
32.52,1,C047235
32.52,1,C047253
32.52,1,C058118
32.54,1,C006652
32.55,2,C027480
32.55,1,C037449
32.55,1,C050063
32.58,1,C056997
32.60,1,C005025
32.60,1,C058621
32.60,1,C073727
32.61,1,C035278
32.61,1,C049933
32.61,1,C060271
32.62,1,C000383
32.62,1,C064391
32.62,1,C069883
32.63,1,C065091
32.65,1,C006932
32.65,1,C041440
32.65,1,C057581
32.67,2,C012108
32.67,1,C047399
32.67,1,C057318
32.67,1,C071306
32.68,1,C014396
32.69,2,C034669
32.69,1,C053084
32.69,1,C055798
32.69,1,C070819
32.70,1,C034540
32.72,1,C007335
32.72,1,C045148
32.72,1,C059656
32.72,2,C075786
32.76,1,C015470
32.76,1,C015734
32.76,1,C030310
32.76,1,C051260
32.76,1,C055667
32.78,1,C035030
32.78,1,C043002
32.79,1,C042951
32.82,1,C044953
32.82,1,C067209
32.83,1,C062531
32.84,1,C028603
32.85,1,C010322
32.85,1,C037599
32.86,1,C008313
32.86,1,C072692
32.87,1,C003462
32.87,1,C018724
32.87,1,C021484
32.87,1,C065557
32.90,1,C047006
32.90,1,C061342
32.91,1,C058768
32.92,2,C002114
32.92,3,C040732
32.92,1,C041688
32.95,1,C017433
32.95,1,C018776
32.95,1,C037348
32.97,1,C024777
32.97,1,C053483
32.98,1,C044084
32.99,1,C046184
33.00,1,C042332
33.00,2,C053643
33.01,1,C006391
33.01,1,C035919
33.02,2,C057871
33.03,1,C001941
33.06,1,C076413
33.07,1,C018974
33.10,1,C054294
33.10,1,C076112
33.11,1,C003954
33.11,1,C047015
33.12,1,C049845
33.14,1,C002778
33.14,1,C023986
33.15,1,C029523
33.15,1,C051711
33.17,1,C014443
33.17,1,C051549
33.18,1,C072658
33.19,1,C058810
33.20,1,C061993
33.21,1,C047848
33.21,1,C052630
33.22,1,C020244
33.24,1,C024136
33.24,1,C072829
33.25,1,C007107
33.25,1,C068105
33.26,1,C063924
33.27,1,C049303
33.29,1,C040289
33.29,1,C040405
33.29,2,C061655
33.29,1,C065080
33.29,1,C065509
33.32,1,C026212
33.34,1,C026248
33.35,1,C010388
33.37,1,C006277
33.39,2,C075935
33.41,1,C057946
33.42,1,C020617
33.42,1,C023444
33.43,1,C079895
33.44,1,C046186
33.45,1,C017241
33.45,2,C037018
33.45,1,C039810
33.45,1,C042233
33.46,1,C001228
33.47,2,C010217
33.48,1,C033589
33.49,1,C015952
33.49,1,C046752
33.49,1,C058154
33.49,1,C062508
33.49,1,C064708
33.49,1,C077063
33.50,1,C071921
33.51,1,C004234
33.51,1,C045736
33.52,1,C002792
33.53,1,C073190
33.54,1,C048632
33.55,1,C033721
33.56,1,C013142
33.56,1,C044335
33.57,1,C029440
33.57,1,C075480
33.60,1,C013804
33.60,1,C014419
33.60,2,C050178
33.62,1,C025456
33.62,1,C030905
33.64,1,C028159
33.64,1,C055815
33.64,1,C057438
33.65,1,C033214
33.65,1,C052238
33.65,1,C061127
33.66,1,C068099
33.67,2,C036414
33.68,2,C043654
33.70,1,C010598
33.70,1,C026288
33.70,1,C038378
33.70,1,C073149
33.71,1,C000931
33.71,1,C076305
33.72,1,C005372
33.73,1,C078408
33.74,1,C014471
33.75,1,C017595
33.75,1,C023067
33.75,1,C070101
33.76,1,C071472
33.77,1,C000579
33.78,1,C009325
33.78,1,C032971
33.79,1,C000619
33.79,1,C075348
33.80,2,C079474
33.81,1,C075316
33.83,1,C029867
33.84,1,C003114
33.84,2,C015840
33.85,1,C006175
33.86,1,C013596
33.86,1,C017935
33.87,1,C004399
33.88,1,C052469
33.88,1,C065452
33.89,1,C060752
33.90,1,C014481
33.91,1,C069838
33.93,3,C028891
33.93,1,C042791
33.94,2,C035291
33.95,1,C022142
33.95,1,C053829
33.97,1,C018950
33.97,1,C054977
33.97,1,C069573
33.98,2,C013659
34.00,2,C075701
34.01,1,C039598
34.01,1,C051040
34.01,1,C066132
34.02,1,C011853
34.03,1,C044938
34.04,2,C040212
34.06,1,C051178
34.07,2,C059271
34.08,1,C026866
34.08,1,C037399
34.09,1,C004351
34.10,1,C068186
34.11,1,C011586
34.11,1,C024752
34.11,1,C078349
34.12,1,C014809
34.12,1,C034435
34.13,1,C040534
34.13,2,C046905
34.13,1,C060935
34.14,1,C014830
34.14,1,C027557
34.15,1,C006020
34.15,1,C020427
34.15,1,C068227
34.16,1,C009473
34.16,1,C034764
34.19,1,C066714
34.20,1,C056695
34.24,1,C022776
34.24,1,C036073
34.24,1,C063600
34.24,1,C075428
34.26,1,C021311
34.27,2,C035644
34.27,1,C053330
34.28,1,C025173
34.29,1,C012982
34.29,1,C031257
34.30,1,C003705
34.31,1,C027567
34.32,1,C005972
34.32,1,C076944
34.33,1,C027109
34.33,1,C043290
34.33,1,C044392
34.33,1,C065646
34.35,1,C078676
34.36,1,C008182
34.36,1,C049591
34.37,1,C044017
34.38,1,C027162
34.38,2,C068702
34.41,1,C016116
34.41,1,C079401
34.42,1,C040029
34.43,1,C011233
34.44,1,C015261
34.44,1,C031635
34.46,1,C012298
34.47,1,C018003
34.48,1,C000536
34.48,1,C061882
34.49,1,C005956
34.49,1,C012222
34.49,3,C021137
34.49,1,C034682
34.50,1,C014619
34.50,2,C042051
34.51,1,C002871
34.53,2,C039949
34.54,1,C072757
34.55,1,C059986
34.55,1,C070940
34.55,1,C073223
34.58,1,C019260
34.60,1,C018078
34.60,1,C031806
34.60,1,C033919
34.60,1,C049314
34.61,1,C045731
34.61,1,C064080
34.61,1,C064656
34.61,2,C065657
34.63,1,C007683
34.63,1,C072871
34.64,1,C006497
34.64,1,C065059
34.64,2,C070907
34.66,1,C036439
34.66,1,C067148
